sample_id,scenario,mechanism,metric,value
GameStopShortSqueeze__LLM,GameStopShortSqueeze,LLM,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
GameStopShortSqueeze__RuleLLM,GameStopShortSqueeze,RuleLLM,deviation_metrics,"{""final_deviation_pct"": -0.2725550850099978, ""max_abs_deviation_pct"": 1.1261912522558326, ""mean_abs_deviation_pct"": 0.5946203239033861}"
GameStopShortSqueeze__RuleLLM,GameStopShortSqueeze,RuleLLM,price_metrics,"{""final"": 19.945488982998, ""initial"": 19.998841997670056, ""max"": 20.00472072836997, ""mean"": 19.881123142503025, ""min"": 19.774761749548833, ""total_rounds"": 200}"
GameStopShortSqueeze__RuleLLM,GameStopShortSqueeze,RuleLLM,return_metrics,"{""annualized_volatility_pct"": 1.658367960464871, ""max_drawdown_pct"": -0.2950571826410916, ""volatility_pct"": 0.10446736203874865}"
GameStopShortSqueeze__RuleLLM,GameStopShortSqueeze,RuleLLM,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
GameStopShortSqueeze__Rag,GameStopShortSqueeze,Rag,deviation_metrics,"{""final_deviation_pct"": 816.4467595343542, ""max_abs_deviation_pct"": 3064.315221088193, ""mean_abs_deviation_pct"": 1960.1582488580298}"
GameStopShortSqueeze__Rag,GameStopShortSqueeze,Rag,price_metrics,"{""final"": 183.28935190687082, ""initial"": 19.964234825436407, ""max"": 632.8630442176386, ""mean"": 412.0312921198604, ""min"": 19.964234825436407, ""total_rounds"": 200}"
GameStopShortSqueeze__Rag,GameStopShortSqueeze,Rag,return_metrics,"{""annualized_volatility_pct"": 466.47902765800274, ""max_drawdown_pct"": -0.9709710308306075, ""volatility_pct"": 29.385416643102285}"
GameStopShortSqueeze__Rag,GameStopShortSqueeze,Rag,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
HerdEffect__Rule,HerdEffect,Rule,deviation_metrics,"{""final_deviation_pct"": 1.0704134556964533, ""max_abs_deviation_pct"": 6.9596822319103495, ""mean_abs_deviation_pct"": 2.1081290636739043}"
HerdEffect__Rule,HerdEffect,Rule,price_metrics,"{""final"": 101.07041345569645, ""initial"": 100.0, ""max"": 106.27400740452669, ""mean"": 100.22448647129447, ""min"": 93.04031776808965, ""total_rounds"": 201}"
HerdEffect__Rule,HerdEffect,Rule,return_metrics,"{""annualized_volatility_pct"": 28.643349992944785, ""max_drawdown_pct"": -4.432262148720864, ""volatility_pct"": 1.8043614475503713}"
HerdEffect__Rule,HerdEffect,Rule,volume_metrics,"{""mean_volume"": 25.136977855609516, ""total_volume"": 5052.53254897751}"
HerdEffect__LLM,HerdEffect,LLM,deviation_metrics,"{""final_deviation_pct"": 3.246865880063723, ""max_abs_deviation_pct"": 62.99163061465507, ""mean_abs_deviation_pct"": 19.8862855866715}"
HerdEffect__LLM,HerdEffect,LLM,price_metrics,"{""final"": 103.24686588006372, ""initial"": 100.0, ""max"": 162.99163061465507, ""mean"": 119.88628558667149, ""min"": 100.0, ""total_rounds"": 201}"
HerdEffect__LLM,HerdEffect,LLM,return_metrics,"{""annualized_volatility_pct"": 46.58823343038213, ""max_drawdown_pct"": -1.4831149098405267, ""volatility_pct"": 2.934782849490874}"
HerdEffect__LLM,HerdEffect,LLM,volume_metrics,"{""mean_volume"": 4.048874781572971, ""total_volume"": 813.8238310961673}"
HerdEffect__RuleLLM,HerdEffect,RuleLLM,deviation_metrics,"{""final_deviation_pct"": 0.589611251479468, ""max_abs_deviation_pct"": 2.457759253681303, ""mean_abs_deviation_pct"": 0.8202075378083685}"
HerdEffect__RuleLLM,HerdEffect,RuleLLM,price_metrics,"{""final"": 100.58961125147947, ""initial"": 100.0, ""max"": 102.4577592536813, ""mean"": 100.22780359106449, ""min"": 97.61504751177304, ""total_rounds"": 201}"
HerdEffect__RuleLLM,HerdEffect,RuleLLM,return_metrics,"{""annualized_volatility_pct"": 7.8330871795730115, ""max_drawdown_pct"": -1.2507687299963388, ""volatility_pct"": 0.4934381113104412}"
HerdEffect__RuleLLM,HerdEffect,RuleLLM,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
HerdEffect__Rag,HerdEffect,Rag,deviation_metrics,"{""final_deviation_pct"": 7.03669357682861, ""max_abs_deviation_pct"": 7.068563856438857, ""mean_abs_deviation_pct"": 3.8609082863752775}"
HerdEffect__Rag,HerdEffect,Rag,price_metrics,"{""final"": 107.03669357682861, ""initial"": 100.82283678986806, ""max"": 107.06856385643886, ""mean"": 103.86090828637526, ""min"": 100.82283678986806, ""total_rounds"": 200}"
HerdEffect__Rag,HerdEffect,Rag,return_metrics,"{""annualized_volatility_pct"": 8.857646806120036, ""max_drawdown_pct"": -1.3890744439716571, ""volatility_pct"": 0.5579793011961707}"
HerdEffect__Rag,HerdEffect,Rag,volume_metrics,"{""mean_volume"": 5.8763375, ""total_volume"": 1175.2675000000006}"
HerdingInformation__Rule,HerdingInformation,Rule,deviation_metrics,"{""final_deviation_pct"": -0.03307686911722385, ""max_abs_deviation_pct"": 0.20487675744314515, ""mean_abs_deviation_pct"": 0.06702584705272265}"
HerdingInformation__Rule,HerdingInformation,Rule,price_metrics,"{""final"": 99.96692313088278, ""initial"": 99.98565699685624, ""max"": 100.11864117137311, ""mean"": 99.9575956182949, ""min"": 99.79512324255685, ""total_rounds"": 200}"
HerdingInformation__Rule,HerdingInformation,Rule,return_metrics,"{""annualized_volatility_pct"": 0.22611795197399723, ""max_drawdown_pct"": -0.04085306225459241, ""volatility_pct"": 0.014244092092629602}"
HerdingInformation__Rule,HerdingInformation,Rule,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
HerdingInformation__LLM,HerdingInformation,LLM,deviation_metrics,"{""final_deviation_pct"": 0.09335383852526036, ""max_abs_deviation_pct"": 0.14157427945764312, ""mean_abs_deviation_pct"": 0.050725335163538506}"
HerdingInformation__LLM,HerdingInformation,LLM,price_metrics,"{""final"": 100.09335383852526, ""initial"": 99.98806106617981, ""max"": 100.09682411037062, ""mean"": 99.98699179700307, ""min"": 99.85842572054236, ""total_rounds"": 200}"
HerdingInformation__LLM,HerdingInformation,LLM,return_metrics,"{""annualized_volatility_pct"": 0.22631955788439553, ""max_drawdown_pct"": -0.037596184488820066, ""volatility_pct"": 0.014256792071242808}"
HerdingInformation__LLM,HerdingInformation,LLM,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
HerdingInformation__RuleLLM,HerdingInformation,RuleLLM,deviation_metrics,"{""final_deviation_pct"": 0.03240914477713375, ""max_abs_deviation_pct"": 0.1992927105899298, ""mean_abs_deviation_pct"": 0.06009861238078719}"
HerdingInformation__RuleLLM,HerdingInformation,RuleLLM,price_metrics,"{""final"": 100.03240914477713, ""initial"": 100.00772128212219, ""max"": 100.19929271058993, ""mean"": 100.04860586629023, ""min"": 99.95864246822252, ""total_rounds"": 200}"
HerdingInformation__RuleLLM,HerdingInformation,RuleLLM,return_metrics,"{""annualized_volatility_pct"": 0.23053541126658544, ""max_drawdown_pct"": -0.04033530681335307, ""volatility_pct"": 0.014522365871556737}"
HerdingInformation__RuleLLM,HerdingInformation,RuleLLM,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
HerdingInformation__Rag,HerdingInformation,Rag,deviation_metrics,"{""final_deviation_pct"": -0.045957241737980326, ""max_abs_deviation_pct"": 0.14781396051031948, ""mean_abs_deviation_pct"": 0.05456855334581242}"
HerdingInformation__Rag,HerdingInformation,Rag,price_metrics,"{""final"": 99.95404275826202, ""initial"": 99.98744167084143, ""max"": 100.0716610718626, ""mean"": 99.96016981040837, ""min"": 99.85218603948968, ""total_rounds"": 200}"
HerdingInformation__Rag,HerdingInformation,Rag,return_metrics,"{""annualized_volatility_pct"": 0.2255666163563642, ""max_drawdown_pct"": -0.03842188715521246, ""volatility_pct"": 0.014209361213267954}"
HerdingInformation__Rag,HerdingInformation,Rag,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
HindsightBias__Rule,HindsightBias,Rule,deviation_metrics,"{""final_deviation_pct"": -0.07456473688215226, ""max_abs_deviation_pct"": 0.17873100818616194, ""mean_abs_deviation_pct"": 0.06404988536902664}"
HindsightBias__Rule,HindsightBias,Rule,price_metrics,"{""final"": 99.92543526311785, ""initial"": 100.00516153119132, ""max"": 100.14216657348362, ""mean"": 99.97122721463182, ""min"": 99.82126899181384, ""total_rounds"": 200}"
HindsightBias__Rule,HindsightBias,Rule,return_metrics,"{""annualized_volatility_pct"": 0.24483194315534015, ""max_drawdown_pct"": -0.03620408909341703, ""volatility_pct"": 0.015422962728422201}"
HindsightBias__Rule,HindsightBias,Rule,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
HindsightBias__LLM,HindsightBias,LLM,deviation_metrics,"{""final_deviation_pct"": -0.16918274911193976, ""max_abs_deviation_pct"": 0.20460396116099844, ""mean_abs_deviation_pct"": 0.07920486139022692}"
HindsightBias__LLM,HindsightBias,LLM,price_metrics,"{""final"": 99.83081725088806, ""initial"": 100.01781401722883, ""max"": 100.03407421354623, ""mean"": 99.92251430745615, ""min"": 99.795396038839, ""total_rounds"": 200}"
HindsightBias__LLM,HindsightBias,LLM,return_metrics,"{""annualized_volatility_pct"": 0.2145391317071524, ""max_drawdown_pct"": -0.035167497854227715, ""volatility_pct"": 0.013514694975925173}"
HindsightBias__LLM,HindsightBias,LLM,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
HindsightBias__RuleLLM,HindsightBias,RuleLLM,deviation_metrics,"{""final_deviation_pct"": -0.013860480225190484, ""max_abs_deviation_pct"": 0.22200811602820636, ""mean_abs_deviation_pct"": 0.0673902806351724}"
HindsightBias__RuleLLM,HindsightBias,RuleLLM,price_metrics,"{""final"": 99.98613951977481, ""initial"": 99.98190807626055, ""max"": 100.2220081160282, ""mean"": 100.0459865258868, ""min"": 99.91540285419157, ""total_rounds"": 200}"
HindsightBias__RuleLLM,HindsightBias,RuleLLM,return_metrics,"{""annualized_volatility_pct"": 0.24649142262278606, ""max_drawdown_pct"": -0.044566786394093325, ""volatility_pct"": 0.015527500108819339}"
HindsightBias__RuleLLM,HindsightBias,RuleLLM,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
HindsightBias__Rag,HindsightBias,Rag,deviation_metrics,"{""final_deviation_pct"": 0.0007839287547568574, ""max_abs_deviation_pct"": 0.15153491085878557, ""mean_abs_deviation_pct"": 0.07792487678367921}"
HindsightBias__Rag,HindsightBias,Rag,price_metrics,"{""final"": 100.00078392875476, ""initial"": 99.9717170349115, ""max"": 100.15153491085879, ""mean"": 100.03923864128463, ""min"": 99.8594690011148, ""total_rounds"": 200}"
HindsightBias__Rag,HindsightBias,Rag,rag_knowledge_effect,"{""fallback_rate"": 0.0, ""rag_context_observations"": 2200.0, ""retrieval_success_rate"": 1.0}"
HindsightBias__Rag,HindsightBias,Rag,return_metrics,"{""annualized_volatility_pct"": 0.23534358730097973, ""max_drawdown_pct"": -0.03922489217931714, ""volatility_pct"": 0.01482525249171931}"
HindsightBias__Rag,HindsightBias,Rag,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
LTCMCollapse__Rule,LTCMCollapse,Rule,deviation_metrics,"{""cascade_onset_round"": null, ""final_deviation_pct"": 0.05660696382516051, ""max_abs_deviation_pct"": 0.22734302385684657, ""mean_abs_deviation_pct"": 0.09133244774834935, ""recovery_half_life_rounds"": 2}"
LTCMCollapse__Rule,LTCMCollapse,Rule,price_metrics,"{""final"": 100.05660696382516, ""initial"": 100.00904162242043, ""max"": 100.22734302385685, ""max_drawdown_pct"": 0.20210215112999302, ""min"": 99.94425032014381}"
LTCMCollapse__Rule,LTCMCollapse,Rule,volatility,"{""annualized_pct"": 0.2263849472107976, ""return_std_pct"": 0.01426091121162514}"
LTCMCollapse__LLM,LTCMCollapse,LLM,deviation_metrics,"{""cascade_onset_round"": null, ""final_deviation_pct"": -0.011434233060640508, ""max_abs_deviation_pct"": 0.16188789809766035, ""mean_abs_deviation_pct"": 0.04267460791230633, ""recovery_half_life_rounds"": 5}"
LTCMCollapse__LLM,LTCMCollapse,LLM,price_metrics,"{""final"": 99.98856576693936, ""initial"": 100.01152633229192, ""max"": 100.09178579434415, ""max_drawdown_pct"": 0.25344106954293366, ""min"": 99.83811210190234}"
LTCMCollapse__LLM,LTCMCollapse,LLM,volatility,"{""annualized_pct"": 0.2613653558484712, ""return_std_pct"": 0.01646446983102276}"
LTCMCollapse__RuleLLM,LTCMCollapse,RuleLLM,deviation_metrics,"{""cascade_onset_round"": null, ""final_deviation_pct"": 0.034523520320149714, ""max_abs_deviation_pct"": 0.10098291116078428, ""mean_abs_deviation_pct"": 0.029828386647637904, ""recovery_half_life_rounds"": 4}"
LTCMCollapse__RuleLLM,LTCMCollapse,RuleLLM,price_metrics,"{""final"": 100.03452352032015, ""initial"": 99.99763630621241, ""max"": 100.10098291116078, ""max_drawdown_pct"": 0.15194886914952827, ""min"": 99.91378403782919}"
LTCMCollapse__RuleLLM,LTCMCollapse,RuleLLM,volatility,"{""annualized_pct"": 0.2468077424443904, ""return_std_pct"": 0.015547426384598516}"
LTCMCollapse__Rag,LTCMCollapse,Rag,deviation_metrics,"{""cascade_onset_round"": null, ""final_deviation_pct"": 0.19735180701930233, ""max_abs_deviation_pct"": 0.27142778031917203, ""mean_abs_deviation_pct"": 0.1013915177110753, ""recovery_half_life_rounds"": 2}"
LTCMCollapse__Rag,LTCMCollapse,Rag,price_metrics,"{""final"": 100.1973518070193, ""initial"": 99.99103986971042, ""max"": 100.27142778031917, ""max_drawdown_pct"": 0.17657817095884004, ""min"": 99.95185528477265}"
LTCMCollapse__Rag,LTCMCollapse,Rag,volatility,"{""annualized_pct"": 0.24907951574681203, ""return_std_pct"": 0.015690534651106217}"
LUNACollapse__Rule,LUNACollapse,Rule,deviation_metrics,"{""final_deviation_pct"": 0.10171166539602439, ""max_abs_deviation_pct"": 0.15407256800639857, ""mean_abs_deviation_pct"": 0.04959514357083584}"
LUNACollapse__Rule,LUNACollapse,Rule,price_metrics,"{""final"": 100.10171166539602, ""initial"": 99.99955183106059, ""max"": 100.1540725680064, ""mean"": 100.0180267380839, ""min"": 99.8884479569477, ""total_rounds"": 200}"
LUNACollapse__Rule,LUNACollapse,Rule,return_metrics,"{""annualized_volatility_pct"": 0.22665052105031772, ""max_drawdown_pct"": -0.037035115752689196, ""volatility_pct"": 0.014277640791008349}"
LUNACollapse__Rule,LUNACollapse,Rule,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
LUNACollapse__LLM,LUNACollapse,LLM,deviation_metrics,"{""final_deviation_pct"": 0.07252037337914885, ""max_abs_deviation_pct"": 0.1175792293458926, ""mean_abs_deviation_pct"": 0.037703905180834454}"
LUNACollapse__LLM,LUNACollapse,LLM,price_metrics,"{""final"": 100.07252037337915, ""initial"": 99.98901862042392, ""max"": 100.11695693546353, ""mean"": 99.99623743360218, ""min"": 99.88242077065411, ""total_rounds"": 200}"
LUNACollapse__LLM,LUNACollapse,LLM,return_metrics,"{""annualized_volatility_pct"": 0.24410742256348186, ""max_drawdown_pct"": -0.03552652873026807, ""volatility_pct"": 0.015377322221141193}"
LUNACollapse__LLM,LUNACollapse,LLM,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
LUNACollapse__RuleLLM,LUNACollapse,RuleLLM,deviation_metrics,"{""final_deviation_pct"": 0.28280204675481, ""max_abs_deviation_pct"": 0.28280204675481, ""mean_abs_deviation_pct"": 0.10101115630094291}"
LUNACollapse__RuleLLM,LUNACollapse,RuleLLM,price_metrics,"{""final"": 100.28280204675481, ""initial"": 99.99902589794016, ""max"": 100.28280204675481, ""mean"": 100.08800861068417, ""min"": 99.91035275389395, ""total_rounds"": 200}"
LUNACollapse__RuleLLM,LUNACollapse,RuleLLM,return_metrics,"{""annualized_volatility_pct"": 0.24255559404270016, ""max_drawdown_pct"": -0.04466507960680507, ""volatility_pct"": 0.01527956621296487}"
LUNACollapse__RuleLLM,LUNACollapse,RuleLLM,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
LUNACollapse__Rag,LUNACollapse,Rag,deviation_metrics,"{""final_deviation_pct"": -0.11813336025973341, ""max_abs_deviation_pct"": 0.17411722124217022, ""mean_abs_deviation_pct"": 0.047229102459305006}"
LUNACollapse__Rag,LUNACollapse,Rag,price_metrics,"{""final"": 99.88186663974027, ""initial"": 100.00406547299794, ""max"": 100.09174568798336, ""mean"": 99.97549625421748, ""min"": 99.82588277875783, ""total_rounds"": 200}"
LUNACollapse__Rag,LUNACollapse,Rag,return_metrics,"{""annualized_volatility_pct"": 0.24858930048655323, ""max_drawdown_pct"": -0.04806794870911268, ""volatility_pct"": 0.01565965399235542}"
LUNACollapse__Rag,LUNACollapse,Rag,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
LiquidityDryup__Rule,LiquidityDryup,Rule,deviation_metrics,"{""final_deviation_pct"": -2.5025777097566504, ""max_abs_deviation_pct"": 12.396074995798287, ""mean_abs_deviation_pct"": 5.247279582381946}"
LiquidityDryup__Rule,LiquidityDryup,Rule,price_metrics,"{""final"": 97.49742229024335, ""initial"": 100.36684984237174, ""max"": 112.39607499579829, ""mean"": 103.34395186738689, ""min"": 92.56868823478622, ""total_rounds"": 200}"
LiquidityDryup__Rule,LiquidityDryup,Rule,return_metrics,"{""annualized_volatility_pct"": 21.468161457483536, ""max_drawdown_pct"": -4.608046607945479, ""volatility_pct"": 1.3523670552924614}"
LiquidityDryup__Rule,LiquidityDryup,Rule,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
LiquidityDryup__LLM,LiquidityDryup,LLM,deviation_metrics,"{""final_deviation_pct"": -2.302147437559668, ""max_abs_deviation_pct"": 14.48500296682428, ""mean_abs_deviation_pct"": 2.5258866748816056}"
LiquidityDryup__LLM,LiquidityDryup,LLM,price_metrics,"{""final"": 97.69785256244033, ""initial"": 99.40281258963851, ""max"": 114.48500296682428, ""mean"": 101.78786478356545, ""min"": 88.52910271913589, ""total_rounds"": 200}"
LiquidityDryup__LLM,LiquidityDryup,LLM,return_metrics,"{""annualized_volatility_pct"": 24.1978792068965, ""max_drawdown_pct"": -9.797873923881442, ""volatility_pct"": 1.5243231103959285}"
LiquidityDryup__LLM,LiquidityDryup,LLM,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
LiquidityDryup__RuleLLM,LiquidityDryup,RuleLLM,deviation_metrics,"{""final_deviation_pct"": -1.1600040203809385, ""max_abs_deviation_pct"": 19.46416623203902, ""mean_abs_deviation_pct"": 3.0376709361760126}"
LiquidityDryup__RuleLLM,LiquidityDryup,RuleLLM,price_metrics,"{""final"": 98.83999597961906, ""initial"": 99.9585647402121, ""max"": 107.16575941418554, ""mean"": 98.9058191241603, ""min"": 80.53583376796098, ""total_rounds"": 200}"
LiquidityDryup__RuleLLM,LiquidityDryup,RuleLLM,return_metrics,"{""annualized_volatility_pct"": 50.732678706052916, ""max_drawdown_pct"": -7.064730904173801, ""volatility_pct"": 3.195858361913289}"
LiquidityDryup__RuleLLM,LiquidityDryup,RuleLLM,volume_metrics,"{""mean_volume"": 77.96997958796327, ""total_volume"": 15593.995917592652}"
LiquidityDryup__Rag,LiquidityDryup,Rag,deviation_metrics,"{""final_deviation_pct"": -0.014724034203908332, ""max_abs_deviation_pct"": 7.530198029505812, ""mean_abs_deviation_pct"": 1.8635856147923229}"
LiquidityDryup__Rag,LiquidityDryup,Rag,price_metrics,"{""final"": 99.98527596579609, ""initial"": 100.30387464480334, ""max"": 106.03591359084177, ""mean"": 99.75437947025081, ""min"": 92.46980197049419, ""total_rounds"": 200}"
LiquidityDryup__Rag,LiquidityDryup,Rag,return_metrics,"{""annualized_volatility_pct"": 38.49829012265075, ""max_drawdown_pct"": -7.255843589043816, ""volatility_pct"": 2.425164322994005}"
LiquidityDryup__Rag,LiquidityDryup,Rag,volume_metrics,"{""mean_volume"": 60.97893257450256, ""total_volume"": 12195.786514900521}"
LossAversion__Rule,LossAversion,Rule,deviation_metrics,"{""final_deviation_pct"": 38.10601180914716, ""max_abs_deviation_pct"": 250.6714882354387, ""mean_abs_deviation_pct"": 111.79651684418661}"
LossAversion__Rule,LossAversion,Rule,price_metrics,"{""final"": 138.10601180914716, ""initial"": 100.0124831645993, ""max"": 350.6714882354387, ""mean"": 211.67657928855505, ""min"": 88.00624443684106, ""total_rounds"": 200}"
LossAversion__Rule,LossAversion,Rule,return_metrics,"{""annualized_volatility_pct"": 111.33952228272548, ""max_drawdown_pct"": -26.935408306747714, ""volatility_pct"": 7.013730644114907}"
LossAversion__Rule,LossAversion,Rule,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
LossAversion__LLM,LossAversion,LLM,deviation_metrics,"{""final_deviation_pct"": 123.5627170208065, ""max_abs_deviation_pct"": 1914.2968420661848, ""mean_abs_deviation_pct"": 408.39754548734203}"
LossAversion__LLM,LossAversion,LLM,price_metrics,"{""final"": 223.5627170208065, ""initial"": 99.99240832057609, ""max"": 2014.2968420661848, ""mean"": 508.1005241435965, ""min"": 70.30545730486264, ""total_rounds"": 200}"
LossAversion__LLM,LossAversion,LLM,return_metrics,"{""annualized_volatility_pct"": 3105.579590680217, ""max_drawdown_pct"": -38.70273105363027, ""volatility_pct"": 195.63312556327662}"
LossAversion__LLM,LossAversion,LLM,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
LossAversion__RuleLLM,LossAversion,RuleLLM,deviation_metrics,"{""final_deviation_pct"": 41.32300343902659, ""max_abs_deviation_pct"": 266.9161947362145, ""mean_abs_deviation_pct"": 120.78438029535397}"
LossAversion__RuleLLM,LossAversion,RuleLLM,price_metrics,"{""final"": 141.3230034390266, ""initial"": 99.99063944560095, ""max"": 366.9161947362145, ""mean"": 220.54036094290848, ""min"": 75.60742530985016, ""total_rounds"": 200}"
LossAversion__RuleLLM,LossAversion,RuleLLM,return_metrics,"{""annualized_volatility_pct"": 244.70329703647008, ""max_drawdown_pct"": -35.91927654678012, ""volatility_pct"": 15.4148587846683}"
LossAversion__RuleLLM,LossAversion,RuleLLM,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
LossAversion__Rag,LossAversion,Rag,deviation_metrics,"{""final_deviation_pct"": 142.54628711626808, ""max_abs_deviation_pct"": 717.388175932785, ""mean_abs_deviation_pct"": 123.69450948243338}"
LossAversion__Rag,LossAversion,Rag,price_metrics,"{""final"": 242.54628711626808, ""initial"": 100.01073619547117, ""max"": 817.388175932785, ""mean"": 223.14277876572794, ""min"": 73.02226248769209, ""total_rounds"": 200}"
LossAversion__Rag,LossAversion,Rag,return_metrics,"{""annualized_volatility_pct"": 993.5708055049464, ""max_drawdown_pct"": -66.78190973186386, ""volatility_pct"": 62.58907765000507}"
LossAversion__Rag,LossAversion,Rag,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
MarketCrash__Rule,MarketCrash,Rule,deviation_metrics,"{""final_deviation_pct"": 3.9062990918388323, ""max_abs_deviation_pct"": 9.538707474645037, ""mean_abs_deviation_pct"": 5.4388952354942806}"
MarketCrash__Rule,MarketCrash,Rule,price_metrics,"{""final"": 103.90629909183883, ""initial"": 100.39009918896855, ""max"": 109.53870747464504, ""mean"": 105.43889523549427, ""min"": 100.39009918896855, ""total_rounds"": 200}"
MarketCrash__Rule,MarketCrash,Rule,return_metrics,"{""annualized_volatility_pct"": 7.932368457396478, ""max_drawdown_pct"": -1.7815119853947883, ""volatility_pct"": 0.4996922439524794}"
MarketCrash__Rule,MarketCrash,Rule,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
MarketCrash__LLM,MarketCrash,LLM,deviation_metrics,"{""final_deviation_pct"": 97.73756666732109, ""max_abs_deviation_pct"": 116.39994774328257, ""mean_abs_deviation_pct"": 22.48761168677903}"
MarketCrash__LLM,MarketCrash,LLM,price_metrics,"{""final"": 197.7375666673211, ""initial"": 99.33618120468314, ""max"": 216.39994774328258, ""mean"": 105.04097647670692, ""min"": 2.4150010072720955, ""total_rounds"": 200}"
MarketCrash__LLM,MarketCrash,LLM,return_metrics,"{""annualized_volatility_pct"": 2909.6888819281885, ""max_drawdown_pct"": -87.05896798840124, ""volatility_pct"": 183.29317081313255}"
MarketCrash__LLM,MarketCrash,LLM,volume_metrics,"{""mean_volume"": 0.0, ""total_volume"": 0.0}"
MarketCrash__RuleLLM,MarketCrash,RuleLLM,deviation_metrics,"{""final_deviation_pct"": 769508.1184032352, ""max_abs_deviation_pct"": 4157704.9933755654, ""mean_abs_deviation_pct"": 487812.1815805433}"
MarketCrash__RuleLLM,MarketCrash,RuleLLM,price_metrics,"{""final"": 769608.1184032352, ""initial"": 100.06385454394588, ""max"": 4157804.9933755654, ""mean"": 487907.9661570686, ""min"": 1.0, ""total_rounds"": 200}"
MarketCrash__RuleLLM,MarketCrash,RuleLLM,return_metrics,"{""annualized_volatility_pct"": 466706360.08882076, ""max_drawdown_pct"": -99.82882272318749, ""volatility_pct"": 29399737.24017096}"
MarketCrash__RuleLLM,MarketCrash,RuleLLM,volume_metrics,"{""mean_volume"": 813909.1194992198, ""total_volume"": 162781823.89984393}"
MarketCrash__Rag,MarketCrash,Rag,deviation_metrics,"{""final_deviation_pct"": 4.0000000023839495e+28, ""max_abs_deviation_pct"": 5.042693475371214e+32, ""mean_abs_deviation_pct"": 2.590203566979413e+30}"
MarketCrash__Rag,MarketCrash,Rag,price_metrics,"{""final"": 4.0000000023839495e+28, ""initial"": 99.81016778201094, ""max"": 5.042693475371214e+32, ""mean"": 2.5902035669794124e+30, ""min"": 1.0, ""total_rounds"": 200}"
MarketCrash__Rag,MarketCrash,Rag,return_metrics,"{""annualized_volatility_pct"": 5.6616555359545905e+34, ""max_drawdown_pct"": -100.0, ""volatility_pct"": 3.5665077516780846e+33}"
MarketCrash__Rag,MarketCrash,Rag,volume_metrics,"{""mean_volume"": 1.2950517834896763e+32, ""total_volume"": 2.5901035669793523e+34}"
MentalAccounting__Rule,MentalAccounting,Rule,deviation_metrics,"{""final_deviation_pct"": 6.448937002840211, ""max_abs_deviation_pct"": 26.199644097627566, ""mean_abs_deviation_pct"": 4.728494178763663}"
MentalAccounting__Rule,MentalAccounting,Rule,price_metrics,"{""final"": 106.44893700284021, ""initial"": 99.99081687148663, ""max"": 111.583689520323, ""mean"": 99.48154595791591, ""min"": 73.80035590237243, ""total_rounds"": 200}"
MentalAccounting__Rule,MentalAccounting,Rule,return_metrics,"{""annualized_volatility_pct"": 159.61534756577043, ""max_drawdown_pct"": -28.447589110021404, ""volatility_pct"": 10.05482178781351}"
MentalAccounting__Rule,MentalAccounting,Rule,volume_metrics,"{""mean_volume"": 236.4925, ""total_volume"": 47298.5}"
MentalAccounting__LLM,MentalAccounting,LLM,deviation_metrics,"{""final_deviation_pct"": 567.2147053299776, ""max_abs_deviation_pct"": 1401.06843103832, ""mean_abs_deviation_pct"": 131.2066377878826}"
MentalAccounting__LLM,MentalAccounting,LLM,price_metrics,"{""final"": 667.2147053299776, ""initial"": 100.02075988184473, ""max"": 1501.06843103832, ""mean"": 231.11594316816235, ""min"": 90.93053802797543, ""total_rounds"": 200}"
MentalAccounting__LLM,MentalAccounting,LLM,return_metrics,"{""annualized_volatility_pct"": 1474.2876480626717, ""max_drawdown_pct"": -47.05865487705546, ""volatility_pct"": 92.87139232733679}"
MentalAccounting__LLM,MentalAccounting,LLM,volume_metrics,"{""mean_volume"": 716.355, ""total_volume"": 143271.0}"
