sample_id,scenario,mechanism,duration_seconds,started_at,ended_at,rounds,source_run,runner,config
HindsightBias__RuleLLM,HindsightBias,RuleLLM,2960.581,2026-05-22T16:34:51,2026-05-22T17:24:12,configured_full,samples/HindsightBias/RuleLLM,examples/HindsightBias/RuleLLM/run_hindsightbias_rulellm.py,samples/HindsightBias/RuleLLM/config/simulation.yml
HindsightBias__Rag,HindsightBias,Rag,2890.585,2026-05-22T19:16:36,2026-05-22T20:04:46,configured_full,samples/HindsightBias/Rag,examples/HindsightBias/Rag/run_hindsightbias_rag.py,samples/HindsightBias/Rag/config/simulation.yml
LTCMCollapse__Rule,LTCMCollapse,Rule,40.005,2026-05-22T03:48:06,2026-05-22T03:48:46,configured_full,samples/LTCMCollapse/Rule,examples/LTCMCollapse/Rule/run_ltcmcollapse.py,samples/LTCMCollapse/Rule/config/simulation.yml
LTCMCollapse__LLM,LTCMCollapse,LLM,1910.24,2026-05-23T01:43:00,2026-05-23T02:14:50,configured_full,samples/LTCMCollapse/LLM,examples/LTCMCollapse/LLM/run_ltcmcollapse_llm.py,samples/LTCMCollapse/LLM/config/simulation.yml
LTCMCollapse__RuleLLM,LTCMCollapse,RuleLLM,6911.512,2026-05-22T17:24:12,2026-05-22T19:19:24,configured_full,samples/LTCMCollapse/RuleLLM,examples/LTCMCollapse/RuleLLM/run_ltcmcollapse_rulellm.py,samples/LTCMCollapse/RuleLLM/config/simulation.yml
LTCMCollapse__Rag,LTCMCollapse,Rag,2980.594,2026-05-23T18:28:34,2026-05-23T19:18:14,configured_full,samples/LTCMCollapse/Rag,examples/LTCMCollapse/Rag/run_ltcmcollapse_rag.py,samples/LTCMCollapse/Rag/config/simulation.yml
LUNACollapse__Rule,LUNACollapse,Rule,40.006,2026-05-22T03:48:46,2026-05-22T03:49:26,configured_full,samples/LUNACollapse/Rule,examples/LUNACollapse/Rule/run_lunacollapse.py,samples/LUNACollapse/Rule/config/simulation.yml
LUNACollapse__LLM,LUNACollapse,LLM,1390.249,2026-05-23T02:15:00,2026-05-23T02:38:10,configured_full,samples/LUNACollapse/LLM,examples/LUNACollapse/LLM/run_lunacollapse_llm.py,samples/LUNACollapse/LLM/config/simulation.yml
LUNACollapse__RuleLLM,LUNACollapse,RuleLLM,910.139,2026-05-23T02:38:20,2026-05-23T02:53:30,configured_full,samples/LUNACollapse/RuleLLM,examples/LUNACollapse/RuleLLM/run_lunacollapse_rulellm.py,samples/LUNACollapse/RuleLLM/config/simulation.yml
LUNACollapse__Rag,LUNACollapse,Rag,1680.304,2026-05-23T19:18:24,2026-05-23T19:46:24,configured_full,samples/LUNACollapse/Rag,examples/LUNACollapse/Rag/run_lunacollapse_rag.py,samples/LUNACollapse/Rag/config/simulation.yml
LiquidityDryup__Rule,LiquidityDryup,Rule,60.003,2026-05-22T03:43:02,2026-05-22T03:44:02,configured_full,samples/LiquidityDryup/Rule,examples/LiquidityDryup/Rule/run_liquidity.py,samples/LiquidityDryup/Rule/config/simulation.yml
LiquidityDryup__LLM,LiquidityDryup,LLM,11890.811,2026-05-22T04:45:22,2026-05-22T08:03:33,configured_full,samples/LiquidityDryup/LLM,examples/LiquidityDryup/LLM/run_liquidity_llm.py,samples/LiquidityDryup/LLM/config/simulation.yml
LiquidityDryup__RuleLLM,LiquidityDryup,RuleLLM,17011.343,2026-05-22T04:59:44,2026-05-22T09:43:15,configured_full,samples/LiquidityDryup/RuleLLM,examples/LiquidityDryup/RuleLLM/run_liquidity_dryup_rulellm.py,samples/LiquidityDryup/RuleLLM/config/simulation.yml
LiquidityDryup__Rag,LiquidityDryup,Rag,16671.351,2026-05-22T05:07:29,2026-05-22T09:45:21,configured_full,samples/LiquidityDryup/Rag,examples/LiquidityDryup/Rag/run_liquidity_dryup_ragllm.py,samples/LiquidityDryup/Rag/config/simulation.yml
LossAversion__Rule,LossAversion,Rule,60.004,2026-05-22T03:44:02,2026-05-22T03:45:02,configured_full,samples/LossAversion/Rule,examples/LossAversion/Rule/run_lossaversion.py,samples/LossAversion/Rule/config/simulation.yml
LossAversion__LLM,LossAversion,LLM,11600.872,2026-05-22T08:03:33,2026-05-22T11:16:54,configured_full,samples/LossAversion/LLM,examples/LossAversion/LLM/run_lossaversion_llm.py,samples/LossAversion/LLM/config/simulation.yml
LossAversion__RuleLLM,LossAversion,RuleLLM,40292.515,2026-05-22T09:43:15,2026-05-22T20:54:48,configured_full,samples/LossAversion/RuleLLM,examples/LossAversion/RuleLLM/run_lossaversion_rulellm.py,samples/LossAversion/RuleLLM/config/simulation.yml
LossAversion__Rag,LossAversion,Rag,16761.393,2026-05-22T09:45:21,2026-05-22T14:24:42,configured_full,samples/LossAversion/Rag,examples/LossAversion/Rag/run_lossaversion_rag.py,samples/LossAversion/Rag/config/simulation.yml
MarketCrash__Rule,MarketCrash,Rule,60.005,2026-05-22T03:45:02,2026-05-22T03:46:02,configured_full,samples/MarketCrash/Rule,examples/MarketCrash/Rule/run_crash.py,samples/MarketCrash/Rule/config/simulation.yml
MarketCrash__LLM,MarketCrash,LLM,8070.65,2026-05-22T11:16:54,2026-05-22T13:31:25,configured_full,samples/MarketCrash/LLM,examples/MarketCrash/LLM/run_crash_llm.py,samples/MarketCrash/LLM/config/simulation.yml
MarketCrash__RuleLLM,MarketCrash,RuleLLM,5890.482,2026-05-23T16:20:35,2026-05-23T17:58:45,configured_full,samples/MarketCrash/RuleLLM,examples/MarketCrash/RuleLLM/run_market_crash_rulellm.py,samples/MarketCrash/RuleLLM/config/simulation.yml
MarketCrash__Rag,MarketCrash,Rag,7570.632,2026-05-22T14:24:42,2026-05-22T16:30:53,configured_full,samples/MarketCrash/Rag,examples/MarketCrash/Rag/run_market_crash_ragllm.py,samples/MarketCrash/Rag/config/simulation.yml
MentalAccounting__Rule,MentalAccounting,Rule,60.005,2026-05-22T03:46:02,2026-05-22T03:47:02,configured_full,samples/MentalAccounting/Rule,examples/MentalAccounting/Rule/run_mentalaccounting.py,samples/MentalAccounting/Rule/config/simulation.yml
MentalAccounting__LLM,MentalAccounting,LLM,3470.247,2026-05-23T01:11:58,2026-05-23T02:09:48,configured_full,samples/MentalAccounting/LLM,examples/MentalAccounting/LLM/run_mentalaccounting_llm.py,samples/MentalAccounting/LLM/config/simulation.yml
MentalAccounting__RuleLLM,MentalAccounting,RuleLLM,3900.296,2026-05-23T17:58:55,2026-05-23T19:03:56,configured_full,samples/MentalAccounting/RuleLLM,examples/MentalAccounting/RuleLLM/run_mentalaccounting_rulellm.py,samples/MentalAccounting/RuleLLM/config/simulation.yml
MentalAccounting__Rag,MentalAccounting,Rag,3560.272,2026-05-23T16:22:22,2026-05-23T17:21:42,configured_full,samples/MentalAccounting/Rag,examples/MentalAccounting/Rag/run_mentalaccounting_rag.py,samples/MentalAccounting/Rag/config/simulation.yml
MomentumEffect__Rule,MomentumEffect,Rule,60.004,2026-05-22T03:47:02,2026-05-22T03:48:02,configured_full,samples/MomentumEffect/Rule,examples/MomentumEffect/Rule/run_momentum.py,samples/MomentumEffect/Rule/config/simulation.yml
MomentumEffect__LLM,MomentumEffect,LLM,13210.999,2026-05-22T13:56:45,2026-05-22T17:36:56,configured_full,samples/MomentumEffect/LLM,examples/MomentumEffect/LLM/run_momentum_llm.py,samples/MomentumEffect/LLM/config/simulation.yml
MomentumEffect__RuleLLM,MomentumEffect,RuleLLM,6240.505,2026-05-23T16:19:06,2026-05-23T18:03:06,configured_full,samples/MomentumEffect/RuleLLM,examples/MomentumEffect/RuleLLM/run_momentum_effect_rulellm.py,samples/MomentumEffect/RuleLLM/config/simulation.yml
MomentumEffect__Rag,MomentumEffect,Rag,6890.58,2026-05-22T16:49:53,2026-05-22T18:44:43,configured_full,samples/MomentumEffect/Rag,examples/MomentumEffect/Rag/run_momentum_effect_ragllm.py,samples/MomentumEffect/Rag/config/simulation.yml
OverconfidenceBias__Rule,OverconfidenceBias,Rule,60.005,2026-05-22T03:48:02,2026-05-22T03:49:02,configured_full,samples/OverconfidenceBias/Rule,examples/OverconfidenceBias/Rule/run_overconfidencebias.py,samples/OverconfidenceBias/Rule/config/simulation.yml
OverconfidenceBias__LLM,OverconfidenceBias,LLM,2290.173,2026-05-23T18:03:16,2026-05-23T18:41:26,configured_full,samples/OverconfidenceBias/LLM,examples/OverconfidenceBias/LLM/run_overconfidencebias_llm.py,samples/OverconfidenceBias/LLM/config/simulation.yml
OverconfidenceBias__RuleLLM,OverconfidenceBias,RuleLLM,6140.47,2026-05-23T16:20:44,2026-05-23T18:03:04,configured_full,samples/OverconfidenceBias/RuleLLM,examples/OverconfidenceBias/RuleLLM/run_overconfidencebias_rulellm.py,samples/OverconfidenceBias/RuleLLM/config/simulation.yml
OverconfidenceBias__Rag,OverconfidenceBias,Rag,4730.354,2026-05-23T17:21:52,2026-05-23T18:40:43,configured_full,samples/OverconfidenceBias/Rag,examples/OverconfidenceBias/Rag/run_overconfidencebias_rag.py,samples/OverconfidenceBias/Rag/config/simulation.yml
RepresentativenessBias__Rule,RepresentativenessBias,Rule,60.004,2026-05-22T03:49:02,2026-05-22T03:50:02,configured_full,samples/RepresentativenessBias/Rule,examples/RepresentativenessBias/Rule/run_representativenessbias.py,samples/RepresentativenessBias/Rule/config/simulation.yml
RepresentativenessBias__LLM,RepresentativenessBias,LLM,4310.797,2026-05-22T18:03:16,2026-05-22T19:15:07,configured_full,samples/RepresentativenessBias/LLM,examples/RepresentativenessBias/LLM/run_representativenessbias_llm.py,samples/RepresentativenessBias/LLM/config/simulation.yml
RepresentativenessBias__RuleLLM,RepresentativenessBias,RuleLLM,1570.3,2026-05-23T01:41:00,2026-05-23T02:07:10,configured_full,samples/RepresentativenessBias/RuleLLM,examples/RepresentativenessBias/RuleLLM/run_representativenessbias_rulellm.py,samples/RepresentativenessBias/RuleLLM/config/simulation.yml
RepresentativenessBias__Rag,RepresentativenessBias,Rag,2810.508,2026-05-22T19:21:33,2026-05-22T20:08:24,configured_full,samples/RepresentativenessBias/Rag,examples/RepresentativenessBias/Rag/run_representativenessbias_rag.py,samples/RepresentativenessBias/Rag/config/simulation.yml
ReversalEffect__Rule,ReversalEffect,Rule,80.006,2026-05-22T03:50:02,2026-05-22T03:51:22,configured_full,samples/ReversalEffect/Rule,examples/ReversalEffect/Rule/run_reversal.py,samples/ReversalEffect/Rule/config/simulation.yml
ReversalEffect__LLM,ReversalEffect,LLM,4870.388,2026-05-23T02:07:20,2026-05-23T03:28:31,configured_full,samples/ReversalEffect/LLM,examples/ReversalEffect/LLM/run_reversal_llm.py,samples/ReversalEffect/LLM/config/simulation.yml
ReversalEffect__RuleLLM,ReversalEffect,RuleLLM,4630.352,2026-05-23T18:03:14,2026-05-23T19:20:25,configured_full,samples/ReversalEffect/RuleLLM,examples/ReversalEffect/RuleLLM/run_reversal_effect_rulellm.py,samples/ReversalEffect/RuleLLM/config/simulation.yml
ReversalEffect__Rag,ReversalEffect,Rag,4390.393,2026-05-23T01:27:42,2026-05-23T02:40:53,configured_full,samples/ReversalEffect/Rag,examples/ReversalEffect/Rag/run_reversal_effect_ragllm.py,samples/ReversalEffect/Rag/config/simulation.yml
RumorSpread__Rule,RumorSpread,Rule,80.006,2026-05-22T03:51:22,2026-05-22T03:52:42,configured_full,samples/RumorSpread/Rule,examples/RumorSpread/Rule/run_rumor.py,samples/RumorSpread/Rule/config/simulation.yml
RumorSpread__LLM,RumorSpread,LLM,2130.161,2026-05-23T01:16:27,2026-05-23T01:51:58,configured_full,samples/RumorSpread/LLM,examples/RumorSpread/LLM/run_rumor_llm.py,samples/RumorSpread/LLM/config/simulation.yml
RumorSpread__RuleLLM,RumorSpread,RuleLLM,3130.242,2026-05-23T01:52:08,2026-05-23T02:44:18,configured_full,samples/RumorSpread/RuleLLM,examples/RumorSpread/RuleLLM/run_rumor_rulellm.py,samples/RumorSpread/RuleLLM/config/simulation.yml
RumorSpread__Rag,RumorSpread,Rag,20231.706,2026-05-23T18:40:52,2026-05-24T00:18:04,configured_full,samples/RumorSpread/Rag,examples/RumorSpread/Rag/run_rumor_rag.py,samples/RumorSpread/Rag/config/simulation.yml
SVBBankRun__Rule,SVBBankRun,Rule,60.004,2026-05-22T03:43:02,2026-05-22T03:44:02,configured_full,samples/SVBBankRun/Rule,examples/SVBBankRun/Rule/run_svbbankrun.py,samples/SVBBankRun/Rule/config/simulation.yml
SVBBankRun__LLM,SVBBankRun,LLM,8250.69,2026-05-22T04:44:22,2026-05-22T07:01:52,configured_full,samples/SVBBankRun/LLM,examples/SVBBankRun/LLM/run_svbbankrun_llm.py,samples/SVBBankRun/LLM/config/simulation.yml
SVBBankRun__RuleLLM,SVBBankRun,RuleLLM,5190.454,2026-05-22T04:58:05,2026-05-22T06:24:36,configured_full,samples/SVBBankRun/RuleLLM,examples/SVBBankRun/RuleLLM/run_svbbankrun_rulellm.py,samples/SVBBankRun/RuleLLM/config/simulation.yml
SVBBankRun__Rag,SVBBankRun,Rag,2820.246,2026-05-23T16:22:31,2026-05-23T17:09:31,configured_full,samples/SVBBankRun/Rag,examples/SVBBankRun/Rag/run_svbbankrun_rag.py,samples/SVBBankRun/Rag/config/simulation.yml
ShortSqueeze__Rule,ShortSqueeze,Rule,60.005,2026-05-22T03:44:02,2026-05-22T03:45:02,configured_full,samples/ShortSqueeze/Rule,examples/ShortSqueeze/Rule/run_short_squeeze.py,samples/ShortSqueeze/Rule/config/simulation.yml
ShortSqueeze__LLM,ShortSqueeze,LLM,10360.903,2026-05-22T07:01:52,2026-05-22T09:54:33,configured_full,samples/ShortSqueeze/LLM,examples/ShortSqueeze/LLM/run_short_squeeze_llm.py,samples/ShortSqueeze/LLM/config/simulation.yml
ShortSqueeze__RuleLLM,ShortSqueeze,RuleLLM,10750.944,2026-05-22T06:24:36,2026-05-22T09:23:47,configured_full,samples/ShortSqueeze/RuleLLM,examples/ShortSqueeze/RuleLLM/run_short_squeeze_rulellm.py,samples/ShortSqueeze/RuleLLM/config/simulation.yml
ShortSqueeze__Rag,ShortSqueeze,Rag,8470.753,2026-05-22T05:06:18,2026-05-22T07:27:29,configured_full,samples/ShortSqueeze/Rag,examples/ShortSqueeze/Rag/run_short_squeeze_ragllm.py,samples/ShortSqueeze/Rag/config/simulation.yml
SorosPound__Rule,SorosPound,Rule,60.005,2026-05-22T03:45:02,2026-05-22T03:46:02,configured_full,samples/SorosPound/Rule,examples/SorosPound/Rule/run_sorospound.py,samples/SorosPound/Rule/config/simulation.yml
SorosPound__LLM,SorosPound,LLM,2760.153,2026-05-23T01:11:46,2026-05-23T01:57:46,configured_full,samples/SorosPound/LLM,examples/SorosPound/LLM/run_sorospound_llm.py,samples/SorosPound/LLM/config/simulation.yml
SorosPound__RuleLLM,SorosPound,RuleLLM,3210.172,2026-05-23T01:57:56,2026-05-23T02:51:26,configured_full,samples/SorosPound/RuleLLM,examples/SorosPound/RuleLLM/run_sorospound_rulellm.py,samples/SorosPound/RuleLLM/config/simulation.yml
SorosPound__Rag,SorosPound,Rag,2140.12,2026-05-23T02:46:38,2026-05-23T03:22:18,configured_full,samples/SorosPound/Rag,examples/SorosPound/Rag/run_sorospound_rag.py,samples/SorosPound/Rag/config/simulation.yml
SouthSeaBubble__Rule,SouthSeaBubble,Rule,60.005,2026-05-22T03:46:02,2026-05-22T03:47:02,configured_full,samples/SouthSeaBubble/Rule,examples/SouthSeaBubble/Rule/run_southseabubble.py,samples/SouthSeaBubble/Rule/config/simulation.yml
SouthSeaBubble__LLM,SouthSeaBubble,LLM,2540.218,2026-05-23T16:19:15,2026-05-23T17:01:35,configured_full,samples/SouthSeaBubble/LLM,examples/SouthSeaBubble/LLM/run_southseabubble_llm.py,samples/SouthSeaBubble/LLM/config/simulation.yml
SouthSeaBubble__RuleLLM,SouthSeaBubble,RuleLLM,4040.375,2026-05-23T17:01:45,2026-05-23T18:09:05,configured_full,samples/SouthSeaBubble/RuleLLM,examples/SouthSeaBubble/RuleLLM/run_southseabubble_rulellm.py,samples/SouthSeaBubble/RuleLLM/config/simulation.yml
SouthSeaBubble__Rag,SouthSeaBubble,Rag,2970.256,2026-05-23T17:09:41,2026-05-23T17:59:11,configured_full,samples/SouthSeaBubble/Rag,examples/SouthSeaBubble/Rag/run_southseabubble_rag.py,samples/SouthSeaBubble/Rag/config/simulation.yml
StatusQuoBias__Rule,StatusQuoBias,Rule,60.005,2026-05-22T03:47:02,2026-05-22T03:48:02,configured_full,samples/StatusQuoBias/Rule,examples/StatusQuoBias/Rule/run_statusquobias.py,samples/StatusQuoBias/Rule/config/simulation.yml
StatusQuoBias__LLM,StatusQuoBias,LLM,4950.407,2026-05-23T16:20:53,2026-05-23T17:43:23,configured_full,samples/StatusQuoBias/LLM,examples/StatusQuoBias/LLM/run_statusquobias_llm.py,samples/StatusQuoBias/LLM/config/simulation.yml
StatusQuoBias__RuleLLM,StatusQuoBias,RuleLLM,5620.494,2026-05-23T17:43:33,2026-05-23T19:17:14,configured_full,samples/StatusQuoBias/RuleLLM,examples/StatusQuoBias/RuleLLM/run_statusquobias_rulellm.py,samples/StatusQuoBias/RuleLLM/config/simulation.yml
StatusQuoBias__Rag,StatusQuoBias,Rag,6540.563,2026-05-22T16:18:40,2026-05-22T18:07:41,configured_full,samples/StatusQuoBias/Rag,examples/StatusQuoBias/Rag/run_statusquobias_rag.py,samples/StatusQuoBias/Rag/config/simulation.yml
SunkCostFallacy__Rule,SunkCostFallacy,Rule,60.005,2026-05-22T03:48:02,2026-05-22T03:49:02,configured_full,samples/SunkCostFallacy/Rule,examples/SunkCostFallacy/Rule/run_sunkcostfallacy.py,samples/SunkCostFallacy/Rule/config/simulation.yml
SunkCostFallacy__LLM,SunkCostFallacy,LLM,4170.309,2026-05-23T01:12:16,2026-05-23T02:21:46,configured_full,samples/SunkCostFallacy/LLM,examples/SunkCostFallacy/LLM/run_sunkcostfallacy_llm.py,samples/SunkCostFallacy/LLM/config/simulation.yml
SunkCostFallacy__RuleLLM,SunkCostFallacy,RuleLLM,3660.275,2026-05-23T02:21:56,2026-05-23T03:22:57,configured_full,samples/SunkCostFallacy/RuleLLM,examples/SunkCostFallacy/RuleLLM/run_sunkcostfallacy_rulellm.py,samples/SunkCostFallacy/RuleLLM/config/simulation.yml
SunkCostFallacy__Rag,SunkCostFallacy,Rag,5470.452,2026-05-23T17:59:21,2026-05-23T19:30:32,configured_full,samples/SunkCostFallacy/Rag,examples/SunkCostFallacy/Rag/run_sunkcostfallacy_rag.py,samples/SunkCostFallacy/Rag/config/simulation.yml
TulipMania__Rule,TulipMania,Rule,60.005,2026-05-22T03:49:02,2026-05-22T03:50:02,configured_full,samples/TulipMania/Rule,examples/TulipMania/Rule/run_tulipmania.py,samples/TulipMania/Rule/config/simulation.yml
TulipMania__LLM,TulipMania,LLM,3540.253,2026-05-23T16:19:23,2026-05-23T17:18:24,configured_full,samples/TulipMania/LLM,examples/TulipMania/LLM/run_tulipmania_llm.py,samples/TulipMania/LLM/config/simulation.yml
TulipMania__RuleLLM,TulipMania,RuleLLM,2330.178,2026-05-23T17:18:34,2026-05-23T17:57:24,configured_full,samples/TulipMania/RuleLLM,examples/TulipMania/RuleLLM/run_tulipmania_rulellm.py,samples/TulipMania/RuleLLM/config/simulation.yml
TulipMania__Rag,TulipMania,Rag,3320.245,2026-05-23T16:22:40,2026-05-23T17:18:00,configured_full,samples/TulipMania/Rag,examples/TulipMania/Rag/run_tulipmania_rag.py,samples/TulipMania/Rag/config/simulation.yml
VolatilityClustering__Rule,VolatilityClustering,Rule,60.006,2026-05-22T03:50:02,2026-05-22T03:51:02,configured_full,samples/VolatilityClustering/Rule,examples/VolatilityClustering/Rule/run_volatility.py,samples/VolatilityClustering/Rule/config/simulation.yml
VolatilityClustering__LLM,VolatilityClustering,LLM,3600.306,2026-05-23T01:16:33,2026-05-23T02:16:34,configured_full,samples/VolatilityClustering/LLM,examples/VolatilityClustering/LLM/run_volatility_llm.py,samples/VolatilityClustering/LLM/config/simulation.yml
VolatilityClustering__RuleLLM,VolatilityClustering,RuleLLM,4020.308,2026-05-23T02:16:44,2026-05-23T03:23:44,configured_full,samples/VolatilityClustering/RuleLLM,examples/VolatilityClustering/RuleLLM/run_volatility_clustering_rulellm.py,samples/VolatilityClustering/RuleLLM/config/simulation.yml
VolatilityClustering__Rag,VolatilityClustering,Rag,7940.705,2026-05-22T18:09:21,2026-05-22T20:21:42,configured_full,samples/VolatilityClustering/Rag,examples/VolatilityClustering/Rag/run_volatility_clustering_ragllm.py,samples/VolatilityClustering/Rag/config/simulation.yml
Volmageddon__Rule,Volmageddon,Rule,60.005,2026-05-22T03:51:02,2026-05-22T03:52:02,configured_full,samples/Volmageddon/Rule,examples/Volmageddon/Rule/run_volmageddon.py,samples/Volmageddon/Rule/config/simulation.yml
Volmageddon__LLM,Volmageddon,LLM,5850.448,2026-05-23T16:21:01,2026-05-23T17:58:32,configured_full,samples/Volmageddon/LLM,examples/Volmageddon/LLM/run_volmageddon_llm.py,samples/Volmageddon/LLM/config/simulation.yml
Volmageddon__RuleLLM,Volmageddon,RuleLLM,9440.715,2026-05-23T17:58:42,2026-05-23T20:36:03,configured_full,samples/Volmageddon/RuleLLM,examples/Volmageddon/RuleLLM/run_volmageddon_rulellm.py,samples/Volmageddon/RuleLLM/config/simulation.yml
Volmageddon__Rag,Volmageddon,Rag,2330.179,2026-05-23T17:18:10,2026-05-23T17:57:00,configured_full,samples/Volmageddon/Rag,examples/Volmageddon/Rag/run_volmageddon_rag.py,samples/Volmageddon/Rag/config/simulation.yml
